timestamp,ap_id,mac,identity,rssi
2025-06-12 05:29:31,AP-FOOD-01,AA:BB:00:00:00:05,DISPLAY-FOOD-COURT-01,-53
2025-06-12 05:29:32,AP-LOUNGE-01,AA:BB:00:00:00:09,PRINTER-LOUNGE-01,-55
2025-06-12 05:29:34,AP-BAGGAGE-01,AA:BB:00:00:00:08,svc-baggage@airport-systems.com,-43
2025-06-12 05:29:35,AP-ARRIVALS-01,AA:BB:00:00:00:10,svc-infodesk@airport-systems.com,-46
2025-06-12 05:29:46,AP-CHECKIN-02,AA:BB:00:00:00:02,svc-kiosk-02@airport-systems.com,-44
2025-06-12 05:29:48,AP-SECURITY-01,AA:BB:00:00:00:03,PRINTER-SECURITY-01,-70
2025-06-12 05:30:03,AP-GATE-B1,AA:BB:00:00:00:07,CAMERA-GATE-B1,-69
2025-06-12 05:30:06,AP-GATE-A1,AA:BB:00:00:00:06,CAMERA-GATE-A1,-52
2025-06-12 05:30:25,AP-CHECKIN-01,AA:BB:00:00:00:01,svc-kiosk-01@airport-systems.com,-57
2025-06-12 05:30:29,AP-SECURITY-02,AA:BB:00:00:00:04,svc-scanner@airport-systems.com,-61
2025-06-12 05:32:13,AP-LOUNGE-01,AA:BB:00:00:00:09,PRINTER-LOUNGE-01,-57
2025-06-12 05:33:45,AP-FOOD-01,AA:BB:00:00:00:05,DISPLAY-FOOD-COURT-01,-36
2025-06-12 05:33:57,AP-BAGGAGE-01,AA:BB:00:00:00:08,svc-baggage@airport-systems.com,-47
2025-06-12 05:34:19,AP-SECURITY-02,AA:BB:00:00:00:04,svc-scanner@airport-systems.com,-57
2025-06-12 05:34:43,AP-CHECKIN-02,AA:BB:00:00:00:02,svc-kiosk-02@airport-systems.com,-36
2025-06-12 05:35:35,AP-ARRIVALS-01,AA:BB:00:00:00:10,svc-infodesk@airport-systems.com,-56
2025-06-12 05:36:19,AP-SECURITY-01,AA:BB:00:00:00:03,PRINTER-SECURITY-01,-68
2025-06-12 05:37:03,AP-CHECKIN-01,AA:BB:00:00:00:01,svc-kiosk-01@airport-systems.com,-38
2025-06-12 05:37:29,AP-GATE-A1,AA:BB:00:00:00:06,CAMERA-GATE-A1,-68
2025-06-12 05:38:25,AP-BAGGAGE-01,AA:BB:00:00:00:08,svc-baggage@airport-systems.com,-73
2025-06-12 05:38:37,AP-GATE-B1,AA:BB:00:00:00:07,CAMERA-GATE-B1,-71
2025-06-12 05:38:45,AP-ARRIVALS-01,AA:BB:00:00:00:10,svc-infodesk@airport-systems.com,-65
2025-06-12 05:39:17,AP-SECURITY-02,AA:BB:00:00:00:04,svc-scanner@airport-systems.com,-64
2025-06-12 05:40:15,AP-SECURITY-01,AA:BB:00:00:00:03,PRINTER-SECURITY-01,-65
2025-06-12 05:40:41,AP-LOUNGE-01,AA:BB:00:00:00:09,PRINTER-LOUNGE-01,-73
2025-06-12 05:41:20,AP-FOOD-01,AA:BB:00:00:00:05,DISPLAY-FOOD-COURT-01,-52
2025-06-12 05:41:20,AP-CHECKIN-01,AA:BB:00:00:00:01,svc-kiosk-01@airport-systems.com,-53
2025-06-12 05:41:54,AP-GATE-B1,AA:BB:00:00:00:07,CAMERA-GATE-B1,-35
2025-06-12 05:41:58,AP-GATE-A1,AA:BB:00:00:00:06,CAMERA-GATE-A1,-63
2025-06-12 05:42:31,AP-CHECKIN-02,AA:BB:00:00:00:02,svc-kiosk-02@airport-systems.com,-63
2025-06-12 05:44:22,AP-CHECKIN-01,AA:BB:00:00:00:01,svc-kiosk-01@airport-systems.com,-47
2025-06-12 05:44:54,AP-LOUNGE-01,AA:BB:00:00:00:09,PRINTER-LOUNGE-01,-55
2025-06-12 05:45:30,AP-CHECKIN-02,AA:BB:00:00:00:02,svc-kiosk-02@airport-systems.com,-51
2025-06-12 05:45:44,AP-GATE-A1,AA:BB:00:00:00:06,CAMERA-GATE-A1,-66
2025-06-12 05:45:56,AP-ARRIVALS-01,AA:BB:00:00:00:10,svc-infodesk@airport-systems.com,-52
2025-06-12 05:46:04,AP-FOOD-01,AA:BB:00:00:00:05,DISPLAY-FOOD-COURT-01,-57
2025-06-12 05:46:19,AP-SECURITY-02,AA:BB:00:00:00:04,svc-scanner@airport-systems.com,-70
2025-06-12 05:46:20,AP-BAGGAGE-01,AA:BB:00:00:00:08,svc-baggage@airport-systems.com,-39
2025-06-12 05:46:54,AP-SECURITY-01,AA:BB:00:00:00:03,PRINTER-SECURITY-01,-43
2025-06-12 05:47:41,AP-CHECKIN-01,AA:BB:00:00:00:01,svc-kiosk-01@airport-systems.com,-74
2025-06-12 05:48:57,AP-GATE-B1,AA:BB:00:00:00:07,CAMERA-GATE-B1,-41
2025-06-12 05:49:22,AP-LOUNGE-01,AA:BB:00:00:00:09,PRINTER-LOUNGE-01,-40
2025-06-12 05:52:08,AP-ARRIVALS-01,AA:BB:00:00:00:10,svc-infodesk@airport-systems.com,-59
2025-06-12 05:52:11,AP-CHECKIN-01,AA:BB:00:00:00:01,svc-kiosk-01@airport-systems.com,-44
2025-06-12 05:52:34,AP-BAGGAGE-01,AA:BB:00:00:00:08,svc-baggage@airport-systems.com,-62
2025-06-12 05:52:46,AP-GATE-B1,AA:BB:00:00:00:07,CAMERA-GATE-B1,-64
2025-06-12 05:53:03,AP-FOOD-01,AA:BB:00:00:00:05,DISPLAY-FOOD-COURT-01,-62
2025-06-12 05:53:14,AP-GATE-A1,AA:BB:00:00:00:06,CAMERA-GATE-A1,-65
2025-06-12 05:53:18,AP-SECURITY-01,AA:BB:00:00:00:03,PRINTER-SECURITY-01,-55
2025-06-12 05:53:57,AP-SECURITY-02,AA:BB:00:00:00:04,svc-scanner@airport-systems.com,-72
2025-06-12 05:54:07,AP-CHECKIN-02,AA:BB:00:00:00:02,svc-kiosk-02@airport-systems.com,-68
2025-06-12 05:55:21,AP-LOUNGE-01,AA:BB:00:00:00:09,PRINTER-LOUNGE-01,-49
2025-06-12 05:56:11,AP-BAGGAGE-01,AA:BB:00:00:00:08,svc-baggage@airport-systems.com,-56
2025-06-12 05:56:23,AP-FOOD-01,AA:BB:00:00:00:05,DISPLAY-FOOD-COURT-01,-55
2025-06-12 05:56:44,AP-ARRIVALS-01,AA:BB:00:00:00:10,svc-infodesk@airport-systems.com,-67
2025-06-12 05:57:18,AP-CHECKIN-01,AA:BB:00:00:00:01,svc-kiosk-01@airport-systems.com,-48
2025-06-12 05:58:18,AP-GATE-A1,AA:BB:00:00:00:06,CAMERA-GATE-A1,-60
2025-06-12 05:58:52,AP-GATE-B1,AA:BB:00:00:00:07,CAMERA-GATE-B1,-71
2025-06-12 05:59:40,AP-SECURITY-02,AA:BB:00:00:00:04,svc-scanner@airport-systems.com,-71
2025-06-12 06:01:13,AP-CHECKIN-01,AA:BB:00:00:00:01,svc-kiosk-01@airport-systems.com,-73
2025-06-12 06:01:19,AP-SECURITY-01,AA:BB:00:00:00:03,PRINTER-SECURITY-01,-36
2025-06-12 06:02:14,AP-SECURITY-02,AA:BB:00:00:00:04,svc-scanner@airport-systems.com,-58
2025-06-12 06:02:39,AP-CHECKIN-02,AA:BB:00:00:00:02,svc-kiosk-02@airport-systems.com,-64
2025-06-12 06:03:22,AP-BAGGAGE-01,AA:BB:00:00:00:08,svc-baggage@airport-systems.com,-38
2025-06-12 06:03:33,AP-ARRIVALS-01,AA:BB:00:00:00:10,svc-infodesk@airport-systems.com,-39
2025-06-12 06:03:50,AP-LOUNGE-01,AA:BB:00:00:00:09,PRINTER-LOUNGE-01,-40
2025-06-12 06:04:54,AP-FOOD-01,AA:BB:00:00:00:05,DISPLAY-FOOD-COURT-01,-36
2025-06-12 06:05:52,AP-GATE-B1,AA:BB:00:00:00:07,CAMERA-GATE-B1,-74
2025-06-12 06:06:05,AP-GATE-A1,AA:BB:00:00:00:06,CAMERA-GATE-A1,-61
2025-06-12 06:07:06,AP-SECURITY-01,AA:BB:00:00:00:03,PRINTER-SECURITY-01,-60
2025-06-12 06:07:13,AP-SECURITY-02,AA:BB:00:00:00:04,svc-scanner@airport-systems.com,-71
2025-06-12 06:07:29,AP-CHECKIN-01,AA:BB:00:00:00:01,svc-kiosk-01@airport-systems.com,-36
2025-06-12 06:07:37,AP-CHECKIN-02,AA:BB:00:00:00:02,svc-kiosk-02@airport-systems.com,-62
2025-06-12 06:07:52,AP-ARRIVALS-01,AA:BB:00:00:00:10,svc-infodesk@airport-systems.com,-55
2025-06-12 06:08:07,AP-BAGGAGE-01,AA:BB:00:00:00:08,svc-baggage@airport-systems.com,-60
2025-06-12 06:09:50,AP-FOOD-01,AA:BB:00:00:00:05,DISPLAY-FOOD-COURT-01,-46
2025-06-12 06:09:51,AP-GATE-A1,AA:BB:00:00:00:06,CAMERA-GATE-A1,-39
2025-06-12 06:11:22,AP-LOUNGE-01,AA:BB:00:00:00:09,PRINTER-LOUNGE-01,-64
2025-06-12 06:12:02,AP-CHECKIN-01,AA:BB:00:00:00:01,svc-kiosk-01@airport-systems.com,-39
2025-06-12 06:12:05,AP-SECURITY-02,AA:BB:00:00:00:04,svc-scanner@airport-systems.com,-73
2025-06-12 06:12:06,AP-CHECKIN-02,AA:BB:00:00:00:02,svc-kiosk-02@airport-systems.com,-57
